Order ID,Order Date,Region,Segment,Category,Sub-Category,Product Name,Ship Date,Ship Mode,Profit,Quantity,Sales
CA-2021-162691,8/1/2021,Central,Corporate,Technology,Machines,Bady BDG101FRU Card Printer,8/7/2021,Standard Class,-263.9967,3,1439.982
CA-2021-162691,8/1/2021,Central,Corporate,Office Supplies,Paper,Xerox 1998,8/7/2021,Standard Class,12.7008,7,36.288
CA-2018-141278,6/21/2018,East,Consumer,Office Supplies,Art,Newell 341,6/24/2018,First Class,6.206,5,21.4
CA-2021-122693,2/19/2021,South,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,2/21/2021,Second Class,361.2994,7,1245.86
CA-2018-117345,8/1/2018,South,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,8/5/2018,Standard Class,5.9211,3,17.544
CA-2018-117345,8/1/2018,South,Corporate,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,8/5/2018,Standard Class,12.1352,4,44.128
CA-2018-117345,8/1/2018,South,Corporate,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,8/5/2018,Standard Class,10.2245,1,62.92
CA-2018-117345,8/1/2018,South,Corporate,Office Supplies,Paper,Xerox 1916,8/5/2018,Standard Class,29.364,2,78.304
CA-2020-157763,7/18/2020,South,Corporate,Furniture,Chairs,Hon Olson Stacker Stools,7/23/2020,Standard Class,39.4268,1,140.81
CA-2019-135391,2/9/2019,Central,Corporate,Office Supplies,Labels,Round Specialty Laser Printer Labels,2/11/2019,Second Class,13.5324,4,40.096
CA-2019-135391,2/9/2019,Central,Corporate,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",2/11/2019,Second Class,-30.588,2,40.784
US-2021-113852,7/29/2021,West,Consumer,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,8/2/2021,Standard Class,11.7741,3,90.57
US-2021-158512,1/12/2021,East,Home Office,Office Supplies,Paper,Xerox 195,1/17/2021,Second Class,19.2384,6,40.08
US-2021-158512,1/12/2021,East,Home Office,Furniture,Furnishings,Flat Face Poster Frame,1/17/2021,Second Class,15.8256,2,37.68
CA-2021-128370,9/10/2021,West,Corporate,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,9/10/2021,Same Day,27.1764,3,362.352
CA-2021-128370,9/10/2021,West,Corporate,Office Supplies,Binders,Avery Non-Stick Binders,9/10/2021,Same Day,2.245,2,7.184
CA-2019-160472,7/20/2019,Central,Consumer,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",7/25/2019,Second Class,9.7328,1,34.76
CA-2019-160472,7/20/2019,Central,Consumer,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,7/25/2019,Second Class,124.68,5,831.2
CA-2019-160472,7/20/2019,Central,Consumer,Office Supplies,Paper,Xerox 1981,7/25/2019,Second Class,11.88,5,26.4
CA-2019-160472,7/20/2019,Central,Consumer,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",7/25/2019,Second Class,49.105,7,106.75
CA-2019-160472,7/20/2019,Central,Consumer,Office Supplies,Paper,Tops White Computer Printout Paper,7/25/2019,Second Class,45.9754,2,97.82
CA-2019-160472,7/20/2019,Central,Consumer,Office Supplies,Storage,Eldon Portable Mobile Manager,7/25/2019,Second Class,38.178,5,141.4
CA-2018-114643,6/13/2018,West,Corporate,Office Supplies,Art,Staples in misc. colors,6/17/2018,Standard Class,4.7916,3,14.52
US-2021-158218,5/12/2021,Central,Corporate,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,5/15/2021,Second Class,-15.99,5,127.92
US-2021-158218,5/12/2021,Central,Corporate,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",5/15/2021,Second Class,-53.072,4,34.24
CA-2019-121608,9/3/2019,East,Corporate,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",9/5/2019,First Class,60.5528,2,137.62
CA-2019-121608,9/3/2019,East,Corporate,Technology,Phones,Classic Ivory Antique Telephone ZL1810,9/5/2019,First Class,25.1225,1,100.49
US-2021-121251,3/26/2021,East,Consumer,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",3/27/2021,First Class,-28.9764,2,257.568
US-2021-121251,3/26/2021,East,Consumer,Technology,Phones,Nokia Lumia 521 (T-Mobile),3/27/2021,First Class,33.5888,4,119.96
CA-2018-151078,11/12/2018,Central,Consumer,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",11/12/2018,Same Day,4.9632,4,49.632
US-2020-100839,10/13/2020,West,Corporate,Furniture,Tables,Hon 5100 Series Wood Tables,10/17/2020,Standard Class,-465.568,5,727.45
US-2020-100839,10/13/2020,West,Corporate,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",10/17/2020,Standard Class,4.368,3,24.96
US-2021-116659,11/12/2021,East,Corporate,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,11/12/2021,Same Day,-92.6955,3,370.782
CA-2021-118857,4/15/2021,West,Corporate,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",4/18/2021,First Class,70.722,5,196.45
CA-2019-127110,6/25/2019,East,Home Office,Office Supplies,Paper,Xerox 211,7/1/2019,Standard Class,10.8864,6,31.104
CA-2019-127110,6/25/2019,East,Home Office,Office Supplies,Storage,Tennsco Industrial Shelving,7/1/2019,Standard Class,-17.6076,2,78.256
CA-2020-148201,8/26/2020,West,Consumer,Office Supplies,Paper,Xerox 1931,8/29/2020,Second Class,3.1104,1,6.48
CA-2018-116932,7/21/2018,West,Corporate,Office Supplies,Art,Newell 334,7/25/2018,Standard Class,25.792,5,99.2
CA-2018-116932,7/21/2018,West,Corporate,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,7/25/2018,Standard Class,50.098,2,801.568
CA-2018-116932,7/21/2018,West,Corporate,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",7/25/2018,Standard Class,27.2848,1,272.848
CA-2021-142888,11/21/2021,West,Consumer,Furniture,Tables,Safco Drafting Table,11/25/2021,Standard Class,20.5842,1,70.98
CA-2018-147914,6/4/2018,East,Home Office,Office Supplies,Paper,Easy-staple paper,6/9/2018,Standard Class,5.8812,2,16.224
US-2020-112977,3/10/2020,East,Consumer,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,3/16/2020,Standard Class,-22.098,1,176.784
CA-2021-112039,3/25/2021,Central,Consumer,Technology,Phones,Panasonic KX-TG9471B,3/29/2021,Standard Class,47.0376,3,470.376
CA-2021-118885,12/29/2021,West,Consumer,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1/2/2022,Standard Class,-44.2764,4,393.568
CA-2021-118885,12/29/2021,West,Consumer,Technology,Phones,Adtran 1202752G1,1/2/2022,Standard Class,22.6782,3,302.376
US-2021-166611,3/28/2021,South,Corporate,Office Supplies,Binders,Canvas Sectional Post Binders,4/2/2021,Standard Class,-48.1194,9,68.742
CA-2019-109512,3/5/2019,East,Consumer,Office Supplies,Envelopes,Staple envelope,3/5/2019,Same Day,14.67,3,29.34
CA-2019-109512,3/5/2019,East,Consumer,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",3/5/2019,Same Day,63.9345,7,383.607
CA-2019-109512,3/5/2019,East,Consumer,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",3/5/2019,Same Day,67.608,4,563.4
CA-2020-118570,11/13/2020,East,Home Office,Office Supplies,Paper,White Computer Printout Paper by Universal,11/17/2020,Standard Class,78.6828,7,217.056
CA-2021-154718,1/19/2021,Central,Consumer,Office Supplies,Labels,Avery 510,1/23/2021,Second Class,2.1,2,6
CA-2020-147578,4/22/2020,West,Consumer,Furniture,Furnishings,Ultra Door Pull Handle,4/26/2020,Second Class,10.4148,3,31.56
CA-2018-140165,5/13/2018,South,Home Office,Office Supplies,Fasteners,Staples,5/15/2018,First Class,2.3976,2,7.104
CA-2018-140165,5/13/2018,South,Home Office,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,5/15/2018,First Class,-331.96,8,398.352
CA-2018-142587,10/21/2018,East,Consumer,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,10/22/2018,First Class,13.7016,4,121.792
CA-2018-142587,10/21/2018,East,Consumer,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",10/22/2018,First Class,-122.877,3,409.59
CA-2018-157623,3/14/2018,West,Corporate,Office Supplies,Paper,Xerox 1972,3/18/2018,Standard Class,4.752,2,10.56
CA-2018-157623,3/14/2018,West,Corporate,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3/18/2018,Standard Class,1.2506,1,3.38
CA-2021-145310,12/22/2021,South,Consumer,Office Supplies,Envelopes,Staple envelope,12/24/2021,Second Class,2.934,1,7.824
CA-2020-100083,11/24/2020,West,Consumer,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",11/29/2020,Standard Class,7.745,1,24.784
US-2021-108063,12/2/2021,South,Consumer,Office Supplies,Art,Newell 309,12/5/2021,First Class,10.395,3,34.65
CA-2019-109197,12/31/2019,West,Consumer,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1/4/2020,Standard Class,152.495,2,487.984
CA-2021-141789,10/3/2021,Central,Consumer,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,10/6/2021,First Class,843.1706,2,1793.98
CA-2018-169775,8/29/2018,South,Consumer,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,9/2/2018,Second Class,10.8054,2,29.808
CA-2018-169775,8/29/2018,South,Consumer,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,9/2/2018,Second Class,-336.784,4,505.176
CA-2018-169775,8/29/2018,South,Consumer,Furniture,Tables,Balt Solid Wood Rectangular Table,9/2/2018,Second Class,-110.7645,3,174.0585
CA-2020-140543,6/29/2020,South,Consumer,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,7/3/2020,Second Class,19.188,6,191.88
CA-2020-151141,8/20/2020,Central,Home Office,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",8/23/2020,First Class,3.9906,2,14.78
CA-2021-167094,10/21/2021,West,Corporate,Office Supplies,Paper,Xerox 218,10/22/2021,First Class,1.8144,1,5.184
CA-2021-167094,10/21/2021,West,Corporate,Furniture,Chairs,Global Comet Stacking Armless Chair,10/22/2021,First Class,47.848,2,478.48
CA-2021-167094,10/21/2021,West,Corporate,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,10/22/2021,First Class,6.745,2,28.4
CA-2021-154410,10/21/2021,Central,Corporate,Office Supplies,Storage,SAFCO Boltless Steel Shelving,10/24/2021,First Class,9.0912,8,909.12
US-2020-150567,5/17/2020,South,Corporate,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,5/21/2020,Standard Class,-2.1648,2,2.952
US-2020-150567,5/17/2020,South,Corporate,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",5/21/2020,Standard Class,-21.6144,6,27.018
CA-2019-157959,2/3/2019,West,Corporate,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,2/4/2019,First Class,41.076,4,136.92
CA-2021-105886,12/18/2021,East,Consumer,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",12/23/2021,Standard Class,8.532,2,18.96
CA-2020-105963,11/15/2020,West,Corporate,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,11/22/2020,Standard Class,40.7499,3,99.39
CA-2021-121503,7/3/2021,Central,Corporate,Office Supplies,Paper,Xerox 1891,7/6/2021,Second Class,92.4399,7,273.896
CA-2021-121503,7/3/2021,Central,Corporate,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,7/6/2021,Second Class,49.761,3,597.132
CA-2018-103366,1/15/2018,South,Consumer,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1/17/2018,First Class,65.978,5,149.95
CA-2021-124597,4/30/2021,South,Home Office,Office Supplies,Labels,Avery 474,5/5/2021,Standard Class,1.6704,2,4.608
CA-2021-124597,4/30/2021,South,Home Office,Office Supplies,Art,Staples in misc. colors,5/5/2021,Standard Class,4.8525,3,15.528
CA-2021-124597,4/30/2021,South,Home Office,Office Supplies,Labels,Avery 499,5/5/2021,Standard Class,3.8844,3,11.952
CA-2019-105634,11/8/2019,East,Consumer,Office Supplies,Art,American Pencil,11/14/2019,Standard Class,3.3785,5,11.65
CA-2019-123673,10/30/2019,Central,Home Office,Technology,Phones,Panasonic KX T7736-B Digital phone,11/1/2019,Second Class,74.975,2,299.9
US-2021-111423,8/17/2021,East,Corporate,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,8/19/2021,First Class,302.373,5,895.92
US-2021-111423,8/17/2021,East,Corporate,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,8/19/2021,First Class,97.6524,2,462.564
CA-2019-125178,10/3/2019,East,Corporate,Office Supplies,Storage,Staple magnet,10/9/2019,Standard Class,1.5008,2,15.008
CA-2020-156685,7/8/2020,Central,Corporate,Technology,Phones,Cisco SPA 502G IP Phone,7/10/2020,Second Class,107.955,9,863.64
CA-2020-156685,7/8/2020,Central,Corporate,Office Supplies,Art,Newell 345,7/10/2020,Second Class,3.5712,3,47.616
CA-2021-126865,12/5/2021,West,Consumer,Office Supplies,Paper,Xerox 1960,12/7/2021,Second Class,41.823,3,92.94
CA-2021-102834,3/9/2021,West,Corporate,Technology,Accessories,Logitech Wireless Headset h800,3/13/2021,Standard Class,69.993,2,199.98
US-2020-139710,6/9/2020,West,Consumer,Technology,Phones,Avaya 4621SW VoIP phone,6/15/2020,Standard Class,19.9665,3,177.48
CA-2021-121538,11/28/2021,West,Consumer,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",12/1/2021,First Class,31.0688,2,88.768
US-2021-101539,3/16/2021,West,Home Office,Office Supplies,Paper,Xerox 214,3/18/2021,Second Class,3.1104,1,6.48
US-2021-101539,3/16/2021,West,Home Office,Office Supplies,Storage,Safco Commercial Shelving,3/18/2021,Second Class,1.8604,1,46.51
US-2021-101539,3/16/2021,West,Home Office,Technology,Phones,Mitel MiVoice 5330e IP Phone,3/18/2021,Second Class,49.4982,3,659.976
CA-2020-152121,11/27/2020,West,Consumer,Technology,Phones,Motorola Moto X,11/29/2020,Second Class,23.7993,1,271.992
CA-2021-161200,8/6/2021,South,Consumer,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,8/10/2021,Second Class,23.3184,3,145.74
CA-2021-161200,8/6/2021,South,Consumer,Furniture,Furnishings,Longer-Life Soft White Bulbs,8/10/2021,Second Class,7.392,5,15.4
CA-2021-101245,11/27/2021,West,Corporate,Office Supplies,Paper,Tops White Computer Printout Paper,12/3/2021,Standard Class,114.9385,5,244.55
CA-2021-101245,11/27/2021,West,Corporate,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,12/3/2021,Standard Class,59.8176,8,166.16
CA-2019-141768,5/25/2019,West,Home Office,Furniture,Furnishings,Ultra Door Push Plate,5/27/2019,Second Class,4.8609,3,14.73
CA-2020-112109,7/8/2020,West,Consumer,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,7/12/2020,Standard Class,-13.312,2,19.968
CA-2020-112109,7/8/2020,West,Consumer,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",7/12/2020,Standard Class,-1.2558,7,33.488
CA-2020-112109,7/8/2020,West,Consumer,Office Supplies,Binders,Wilson Jones Active Use Binders,7/12/2020,Standard Class,-6.1152,4,8.736
CA-2020-112109,7/8/2020,West,Consumer,Furniture,Chairs,SAFCO Arco Folding Chair,7/12/2020,Standard Class,74.574,3,662.88
CA-2021-144064,8/29/2021,Central,Corporate,Office Supplies,Labels,Avery 505,9/1/2021,First Class,17.76,4,47.36
CA-2021-144064,8/29/2021,Central,Corporate,Office Supplies,Storage,Advantus Rolling Storage Box,9/1/2021,First Class,2.401,2,27.44
CA-2021-144064,8/29/2021,Central,Corporate,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,9/1/2021,First Class,-5.184,9,3.24
CA-2020-108581,6/20/2020,Central,Corporate,Technology,Accessories,Logitech Trackman Marble Mouse,6/26/2020,Standard Class,26.3912,4,95.968
CA-2020-108581,6/20/2020,Central,Corporate,Office Supplies,Paper,Xerox 206,6/26/2020,Standard Class,3.6288,2,10.368
CA-2021-157987,9/2/2021,East,Corporate,Office Supplies,Art,Newell 324,9/6/2021,Standard Class,6.468,2,23.1
CA-2021-157987,9/2/2021,East,Corporate,Furniture,Furnishings,DAX Cubicle Frames - 8x10,9/6/2021,Standard Class,3.462,2,11.54
CA-2021-157987,9/2/2021,East,Corporate,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,9/6/2021,Standard Class,-93.3262,1,254.526
CA-2021-157987,9/2/2021,East,Corporate,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,9/6/2021,Standard Class,3.7642,1,12.98
CA-2021-157987,9/2/2021,East,Corporate,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",9/6/2021,Standard Class,8.9208,8,26.432
CA-2021-157987,9/2/2021,East,Corporate,Technology,Phones,Cisco SPA508G,9/6/2021,Standard Class,57.4113,3,197.97
CA-2021-157987,9/2/2021,East,Corporate,Office Supplies,Labels,Avery 518,9/6/2021,Standard Class,9.072,6,18.9
CA-2021-157987,9/2/2021,East,Corporate,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,9/6/2021,Standard Class,213.735,5,1282.41
CA-2021-157987,9/2/2021,East,Corporate,Office Supplies,Art,BIC Brite Liner Grip Highlighters,9/6/2021,Standard Class,2.214,3,4.92
CA-2021-157987,9/2/2021,East,Corporate,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,9/6/2021,Standard Class,38.08,2,238
CA-2021-157987,9/2/2021,East,Corporate,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,9/6/2021,Standard Class,40.3128,3,167.97
CA-2021-157987,9/2/2021,East,Corporate,Office Supplies,Paper,Xerox 1962,9/6/2021,Standard Class,7.704,4,17.12
CA-2021-110905,9/10/2021,Central,Consumer,Office Supplies,Binders,3M Organizer Strips,9/15/2021,Second Class,7.776,3,16.2
CA-2021-110905,9/10/2021,Central,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",9/15/2021,Second Class,14.6157,3,33.99
CA-2021-110905,9/10/2021,Central,Consumer,Technology,Accessories,Logitech G105 Gaming Keyboard,9/15/2021,Second Class,53.433,5,296.85
CA-2021-110905,9/10/2021,Central,Consumer,Technology,Accessories,Imation Clip USB flash drive - 8 GB,9/15/2021,Second Class,6.768,6,112.8
CA-2021-110905,9/10/2021,Central,Consumer,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,9/15/2021,Second Class,6.5808,3,13.71
CA-2021-110905,9/10/2021,Central,Consumer,Office Supplies,Paper,Xerox 1970,9/15/2021,Second Class,11.703,5,24.9
CA-2021-110905,9/10/2021,Central,Consumer,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,9/15/2021,Second Class,17.1774,3,286.29
CA-2021-110905,9/10/2021,Central,Consumer,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,9/15/2021,Second Class,7.254,2,24.18
CA-2021-165841,12/21/2021,East,Consumer,Technology,Phones,Jabra SPEAK 410,12/28/2021,Standard Class,78.9516,3,281.97
CA-2021-165841,12/21/2021,East,Consumer,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",12/28/2021,Standard Class,20.155,5,69.5
CA-2021-165841,12/21/2021,East,Consumer,Office Supplies,Paper,Xerox 1913,12/28/2021,Standard Class,79.8912,3,166.44
CA-2021-117485,9/23/2021,Central,Consumer,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,9/29/2021,Standard Class,102.186,4,291.96
CA-2021-140242,5/6/2021,Central,Home Office,Office Supplies,Art,Blackstonian Pencils,5/11/2021,Standard Class,0.6408,3,6.408
CA-2021-140242,5/6/2021,Central,Home Office,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,5/11/2021,Standard Class,76.6395,7,408.744
CA-2018-148950,12/14/2018,Central,Consumer,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,12/19/2018,Standard Class,-8.6768,4,5.104
CA-2018-148950,12/14/2018,Central,Consumer,Office Supplies,Fasteners,Assorted Color Push Pins,12/19/2018,Standard Class,0.4706,2,2.896
CA-2018-148950,12/14/2018,Central,Consumer,Technology,Accessories,Belkin Standard 104 key USB Keyboard,12/19/2018,Standard Class,-2.1885,3,35.016
CA-2018-110408,10/18/2018,South,Corporate,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",10/20/2018,Second Class,11.0388,3,275.97
CA-2018-110408,10/18/2018,South,Corporate,Technology,Phones,Avaya IP Phone 1140E VoIP phone,10/20/2018,Second Class,362.687,5,1394.95
CA-2018-110408,10/18/2018,South,Corporate,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",10/20/2018,Second Class,70.9644,6,545.88
CA-2019-109939,5/8/2019,West,Consumer,Office Supplies,Art,Newell 321,5/12/2019,Standard Class,0.5904,2,5.248
CA-2020-112669,4/14/2020,West,Consumer,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,4/14/2020,Same Day,105.0228,4,933.536
CA-2020-112669,4/14/2020,West,Consumer,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",4/14/2020,Same Day,4.2976,4,42.976
CA-2019-119592,12/14/2019,South,Corporate,Office Supplies,Binders,3-ring staple pack,12/16/2019,Second Class,1.8048,2,3.76
CA-2018-122749,12/3/2018,Central,Consumer,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,12/9/2018,Standard Class,134.3888,4,479.96
CA-2018-164721,11/25/2018,West,Corporate,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,11/27/2018,Second Class,93.0552,6,320.88
CA-2018-164721,11/25/2018,West,Corporate,Furniture,Furnishings,Staple-based wall hangings,11/27/2018,Second Class,10.5072,3,23.88
CA-2018-164721,11/25/2018,West,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",11/27/2018,Second Class,12.3096,4,26.76
CA-2020-147417,7/25/2020,East,Consumer,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,7/27/2020,First Class,191.9968,4,1439.976
CA-2019-127509,11/9/2019,Central,Consumer,Office Supplies,Binders,Binder Posts,11/13/2019,Standard Class,7.9212,3,17.22
CA-2019-127509,11/9/2019,Central,Consumer,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,11/13/2019,Standard Class,215.1198,7,1024.38
CA-2019-127509,11/9/2019,Central,Consumer,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",11/13/2019,Standard Class,12.3234,3,26.22
CA-2019-127509,11/9/2019,Central,Consumer,Office Supplies,Paper,Xerox 1978,11/13/2019,Standard Class,8.4966,3,17.34
CA-2021-111374,2/24/2021,East,Consumer,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",2/28/2021,Standard Class,-3.7996,4,4.956
CA-2021-133648,6/25/2021,West,Home Office,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,7/2/2021,Standard Class,26.64,6,71.04
CA-2021-133648,6/25/2021,West,Home Office,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",7/2/2021,Standard Class,0.7348,2,5.344
CA-2021-133648,6/25/2021,West,Home Office,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,7/2/2021,Standard Class,-2.1195,3,11.304
US-2021-147221,12/2/2021,Central,Consumer,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,12/4/2021,Second Class,-766.012,5,294.62
US-2021-147221,12/2/2021,Central,Consumer,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,12/4/2021,Second Class,-3.7196,4,8.752
CA-2018-131905,2/6/2018,South,Corporate,Office Supplies,Labels,Avery 480,2/9/2018,First Class,7.2,4,15
CA-2018-131905,2/6/2018,South,Corporate,Technology,Phones,Aastra 57i VoIP phone,2/9/2018,First Class,42.0186,1,161.61
CA-2018-131905,2/6/2018,South,Corporate,Technology,Phones,AT&T CL82213,2/9/2018,First Class,42.0355,5,144.95
CA-2021-166128,4/11/2021,West,Consumer,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,4/18/2021,Standard Class,21.9945,5,199.95
CA-2021-166128,4/11/2021,West,Consumer,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",4/18/2021,Standard Class,14.2324,7,41.86
CA-2021-163510,12/25/2021,South,Consumer,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,12/28/2021,Second Class,9.594,3,95.94
CA-2021-163510,12/25/2021,South,Consumer,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",12/28/2021,Second Class,76.1125,5,304.45
US-2021-143028,4/11/2021,Central,Home Office,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,4/18/2021,Standard Class,-17.046,3,11.364
CA-2018-111150,12/31/2018,Central,Corporate,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",1/4/2019,Standard Class,11.5752,7,29.68
CA-2018-111150,12/31/2018,Central,Corporate,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,1/4/2019,Standard Class,16.1602,7,47.53
CA-2021-165386,8/3/2021,Central,Consumer,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",8/4/2021,First Class,-36.6744,2,183.372
CA-2018-116407,11/15/2018,South,Consumer,Office Supplies,Art,Newell 310,11/21/2018,Standard Class,0.4752,3,4.224
CA-2018-116407,11/15/2018,South,Consumer,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",11/21/2018,Standard Class,29.1424,2,333.056
CA-2018-116407,11/15/2018,South,Consumer,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",11/21/2018,Standard Class,7.78,4,24.896
CA-2019-155761,12/11/2019,Central,Consumer,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,12/11/2019,Same Day,35.9964,2,159.984
CA-2019-155761,12/11/2019,Central,Consumer,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,12/11/2019,Same Day,4.6344,3,46.344
CA-2020-145905,9/18/2020,South,Consumer,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,9/23/2020,Standard Class,84.2352,1,350.98
CA-2020-145905,9/18/2020,South,Consumer,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,9/23/2020,Standard Class,6.0168,2,13.08
